"level,""en"",""ja"",""ex"",""sEn"",""sJa"""
"900,""Discrepancy"",""相違、不一致"",""数字やデータが合わないこと。"",""There is a discrepancy in the report."",""レポートに相違があります。"""
"900,""Reimburse"",""払い戻す"",""経費などを会社が後で支払うこと。"",""The company will reimburse your travel expenses."",""会社が交通費を払い戻します。"""
"900,""Solicit"",""求める"",""意見や寄付を強くお願いすること。"",""They are soliciting donations for the charity."",""彼らは慈善活動の寄付を求めています。"""
"900,""Deteriorate"",""悪化する"",""状況や天候が徐々に悪くなること。"",""The weather condition began to deteriorate."",""天候が悪化し始めました。"""
"900,""Unprecedented"",""前例のない"",""これまで一度も起きたことがない。"",""An unprecedented level of success."",""前例のないレベルの成功。"""
"900,""Expedite"",""早める"",""プロセスや配送を迅速に行うこと。"",""Please expedite the shipping process."",""配送プロセスを早めてください。"""
"900,""Pertain"",""関連する"",""pertain to 〜 で「〜に関係する」の意味。"",""The rules pertain to all employees."",""その規則は全従業員に適用されます。"""
"900,""Exacerbate"",""悪化させる"",""すでに悪い状況をさらに悪くする（worsenの硬い語）。"",""His comments only exacerbated the situation."",""彼のコメントは状況を悪化させただけだった。"""
"900,""Disseminate"",""普及させる、散布する"",""情報や知識を広く行き渡らせる。"",""We must disseminate the information quickly."",""その情報を迅速に広めなければならない。"""
"900,""Proximity"",""近接、近いこと"",""in close proximity to (〜のすぐ近くに)。"",""The hotel is in close proximity to the station."",""ホテルは駅のすぐ近くにあります。"""
"900,""Incur"",""（負債などを）被る"",""費用や罰金などマイナスなものを負うこと。"",""You will incur a late fee."",""延滞料金が発生します。"""
"900,""Coerce"",""強制する"",""脅して無理やり何かをさせること。"",""He was coerced into signing the contract."",""彼は契約書にサインするよう強要された。"""
"900,""Remuneration"",""報酬、給与"",""給料や謝礼などのフォーマルな表現。"",""He received generous remuneration for his work."",""彼は仕事に対して寛大な報酬を受け取った。"""
"900,""Stipulate"",""規定する、明記する"",""契約書などが条件を明確に定めること。"",""The contract stipulates a 30-day notice."",""契約は30日前の通知を規定している。"""
"900,""Resilient"",""回復力のある、弾力のある"",""逆境から立ち直る力が強いこと。"",""The economy proved to be highly resilient."",""経済は高い回復力があることが証明された。"""
"900,""Eradicate"",""根絶する"",""病気や社会問題を完全に無くすこと。"",""The goal is to eradicate the disease completely."",""目標はその病気を完全に根絶することだ。"""
"900,""Scrutinize"",""詳細に調べる"",""書類などを非常に細かくチェックすること。"",""The committee will scrutinize the documents."",""委員会は書類を詳細に調べます。"""
"900,""Impediment"",""障害、妨げ"",""進行を邪魔するもの。"",""Lack of funding is a major impediment."",""資金不足が大きな障害です。"""
"900,""Viable"",""実行可能な"",""計画などが実際にうまくいきそうなこと。"",""We need a commercially viable solution."",""商業的に実行可能な解決策が必要です。"""
"900,""Requisite"",""必要な、必須の"",""目的を達成するために欠かせない（名詞・形容詞）。"",""He lacks the requisite experience."",""彼には必要な経験が欠けています。"""
"900,""Conducive"",""助けになる、資する"",""conducive to 〜 で「〜に貢献する」の意味。"",""This environment is conducive to learning."",""この環境は学習の助けになります。"""
"900,""Ramification"",""予期せぬ結果、影響"",""ある決定がもたらす複雑な影響。"",""Consider the legal ramifications of your action."",""あなたの行動の法的な影響を考慮してください。"""
"900,""Elucidate"",""解明する、明らかにする"",""わかりにくいことを明確に説明する。"",""He elucidated his plan to the board."",""彼は取締役会に自分の計画を説明しました。"""
"900,""Myriad"",""無数の"",""数え切れないほど多くのこと。"",""There are a myriad of options available."",""利用可能な無数の選択肢があります。"""
"900,""Paradigm"",""パラダイム、模範"",""考え方や枠組みの典型的な例。"",""We are seeing a paradigm shift in the industry."",""業界でパラダイムシフトが起きています。"""
"900,""Elicit"",""引き出す"",""情報や反応を相手からうまく聞き出すこと。"",""The questionnaire is designed to elicit honest opinions."",""アンケートは正直な意見を引き出すように設計されています。"""
"900,""Abstain"",""棄権する、控える"",""投票をしない、または快楽などを意識的に避けること。"",""Ten members voted in favor, and five abstained."",""10名が賛成票を投じ、5名が棄権しました。"""
